Age,Previous_Visits,Total_Spend_2024,Feedback_Score,Gold_Zone_Visits,Email_Engagement_Score,Distance_From_Park_Miles,Home_State,Preferred_Attraction,Referral_Source,Dining_Plan,Renewed_Pass
20.750155922921223,2.981397189206062,75.17903710239383,3.608004389478676,4.954507026470044,63.14662132087023,20.22819008381944,VT,Thrill,Social Media,Upgraded,0
53.2111053528271,3.042081105972353,191.9070896694668,2.5163184612812146,1.9557257333903515,68.93541791195045,30.83542426732352,VT,Entertainment,Ad/Other,None,0
28.43493200901598,1.1001242558589113,170.96818724291794,2.0915325704307293,2.013696665885809,37.36250926329409,22.17225271675116,NH,Other,Ad/Other,None,0
28.27793039920431,6.020011390793072,17.702762488682954,2.580308676615188,2.0318319498889985,74.49689406541144,7.098607326203468,NY,Thrill,Ad/Other,Upgraded,1
56.0,5.0,353.86,2.2738206421873164,2.0,47.1,35.1,VT,Other,Friend,Upgraded,0
20.0,3.0,449.14,3.2231106442311965,2.0,50.4,41.8,NY,Other,Friend,None,0
47.0,1.0,345.25,2.476746776624416,2.0,30.2,46.3,VT,Thrill,Ad/Other,Upgraded,1
21.05781042782318,3.0621160964274705,74.37782606299017,3.6021698544133245,5.015625508866374,62.90641991364231,20.47520322725236,VT,Thrill,Social Media,Upgraded,0
40.9859689543772,0.0264625039553335,186.90947911223563,2.059724501057834,1.9928046746763977,49.87188232157494,58.6611920442734,ME,Other,Ad/Other,Upgraded,1
47.17090800178691,7.013522306958006,190.01688193643133,3.2031530993840525,1.994401272726945,62.481130316488645,15.086744959752313,NJ,Other,Social Media,None,1
61.0,3.0,277.88,2.91420727655131,3.0,79.7,50.0,NY,Entertainment,Friend,Upgraded,0
70.0,6.0,336.72,5.0,4.0,57.6,36.8,VT,Thrill,Ad/Other,None,1
46.9156691887477,5.93196984508889,86.08229300909241,5.0,3.98621253774627,0.0,3.55809473898868,NH,Other,Ad/Other,Upgraded,1
53.0,1.0,164.94,2.11665922302839,1.0,57.9,41.3,ME,Thrill,Friend,Upgraded,0
68.0,5.0,438.84,3.4679525058362866,4.0,45.1,20.5,ME,Thrill,Ad/Other,Upgraded,1
18.0,6.053971573602162,154.28736587689863,3.2841474651719285,0.968422663595572,61.26084693467617,23.053202722043075,VT,Entertainment,Social Media,Upgraded,1
39.0,0.0,261.34,1.734612412970026,2.0,87.7,20.3,NH,Entertainment,Ad/Other,Upgraded,0
52.21672563471123,5.024263818137657,117.79426812027276,3.759566429846241,2.0572864129806265,35.09744982895573,51.78031314340794,VT,Thrill,Social Media,Upgraded,1
33.823266192249385,2.0421295380576763,124.28098279044124,3.3242891676724904,6.027706435685491,65.02981697322167,30.666221823967227,ME,Thrill,Ad/Other,Upgraded,0
21.12818766346939,2.9854188255193908,72.70391730590805,3.617632184289503,4.974284471716058,62.088432624178665,20.31173716333884,VT,Thrill,Social Media,Upgraded,0
22.0,5.0,182.85,3.799085734021106,1.0,41.1,17.7,NH,Other,Ad/Other,Upgraded,1
46.0,8.0,169.85,3.05519316182951,1.0,46.0,42.6,MA,Other,Ad/Other,Upgraded,1
60.0,5.0,319.8,3.3358505872782263,0.0,54.1,87.1,ME,Other,Social Media,Upgraded,0
28.375908491874075,0.9876620437758424,169.89435349846943,2.0641690388326017,2.057265453173243,37.34211470404706,22.495311689156853,NH,Other,Ad/Other,None,1
69.0,6.0,172.88,4.852800534896725,2.0,21.7,6.3,NH,Entertainment,Social Media,Upgraded,0
50.0,3.0,252.54,4.671167632706147,1.0,20.5,46.9,VT,Other,Social Media,Upgraded,1
35.0,3.0,199.4,3.629187473331711,2.0,71.1,65.9,NH,Other,Ad/Other,None,0
25.61950563635993,8.002645563295628,121.36016900803877,1.7450673022605965,1.001272809392011,48.08563057227976,44.27713666469425,ME,Thrill,Friend,None,1
71.0,5.0,418.45,3.37348110304605,3.0,45.7,8.4,NJ,Other,Ad/Other,Upgraded,1
24.0,5.0,70.18,5.0,1.0,58.0,8.8,MA,Thrill,Social Media,None,1
52.0,3.0,157.12,5.0,2.0,70.0,26.2,NY,Other,Ad/Other,Upgraded,0
53.09107636668939,2.924857296042771,192.21699843635503,2.4661727760382792,2.003602842629656,68.6092503834919,30.4081569125994,VT,Entertainment,Ad/Other,None,0
70.44814986975888,4.992664235689518,144.8156482165372,3.291801369232034,2.95359410852752,38.556467961260914,17.21282643594634,NY,Entertainment,Friend,Upgraded,1
45.0,4.0,232.74,3.8973970234592334,2.0,38.4,41.3,MA,Entertainment,Ad/Other,Upgraded,1
41.0,6.0,209.02,3.096712208089061,2.0,16.6,23.9,NY,Entertainment,Ad/Other,None,1
56.0,3.0,223.97,4.2163400805404105,1.0,57.0,44.6,NJ,Thrill,Social Media,None,1
55.466158604699714,8.090535433100325,413.4984185988208,1.0097276989626642,1.021766268723459,24.72870872741474,44.933927119171166,NY,Other,Ad/Other,Upgraded,0
69.15948913364863,7.998020960726507,197.0822517519828,1.134867097465138,1.9947073994838431,47.80147399083881,5.618572748670594,NY,Other,Friend,Upgraded,0
48.0,3.0,389.25,3.455726680155351,0.0,50.9,45.9,NH,Thrill,Ad/Other,Upgraded,1
28.0,8.0,159.51,1.9550640778465995,3.0,35.6,20.9,VT,Thrill,Ad/Other,Upgraded,0
33.3239779239958,3.0040570973333804,3.3779599269591163,3.060892770745033,0.9825305767441124,53.24841337647475,53.02839015823066,ME,Other,Ad/Other,Upgraded,1
55.0,3.0,417.13,2.640386486121546,4.0,49.2,39.3,NJ,Other,Ad/Other,Upgraded,0
53.060726882462994,2.999259954768159,195.91393373301776,2.472057906750539,2.0249335590103814,68.61371233467958,30.349390671279973,VT,Entertainment,Ad/Other,None,0
60.0,3.0,277.3,3.643426566857493,4.0,95.6,45.3,ME,Thrill,Social Media,Upgraded,0
43.0,6.0,401.54,3.537574859335866,1.0,30.9,34.4,VT,Entertainment,Ad/Other,None,1
46.0,4.0,244.0,4.027839349915587,1.0,28.0,40.4,ME,Other,Friend,Upgraded,0
43.0,3.0,169.49,2.2604119874749715,0.0,59.1,22.9,MA,Thrill,Friend,Upgraded,1
34.0,6.0,142.67,3.172193540123477,3.0,23.1,14.7,NH,Other,Friend,None,0
37.0,5.0,111.8,2.129973372635571,0.0,30.6,30.9,NY,Other,Friend,Upgraded,1
65.79489603962857,4.00365550046523,196.91043532445016,2.987468954384886,3.9833901400275193,61.56938682558363,29.33342305474617,NJ,Entertainment,Ad/Other,Upgraded,0
22.0,3.0,318.33,1.81912954076188,3.0,35.6,24.3,NY,Entertainment,Ad/Other,None,1
71.5597111993671,4.987106425117847,144.97765495654488,3.3218349702255248,3.00994914620589,38.713764714403496,18.167066309042266,NY,Entertainment,Friend,Upgraded,0
65.63093450792967,5.935412175719065,31.159582642101903,3.4601503451259927,0.9903451756757036,52.04932091061294,37.34219310680546,MA,Other,Ad/Other,Upgraded,1
47.02392093932762,7.0077211537902935,188.69190800182213,3.251545442582234,2.012570427593312,62.02123117759744,15.601831909356273,NJ,Other,Social Media,None,0
25.0,6.0,341.04,3.184918072091077,4.0,54.1,65.6,NY,Entertainment,Ad/Other,Upgraded,1
45.78578533411867,5.093268239246657,280.6983690311582,3.529932719774484,1.0292783241854588,59.87901038693373,9.04327398097296,VT,Other,Ad/Other,Upgraded,0
67.97970547546,0.9758431385150962,233.442649286338,3.340130637464923,1.0073818490709676,66.31797955673105,62.36792960214186,VT,Other,Ad/Other,Upgraded,0
66.0,2.0,335.32,3.65809487586681,2.0,67.6,48.5,MA,Other,Ad/Other,None,0
69.0,2.0,73.09,2.4986853458020333,1.0,38.4,14.9,NY,Entertainment,Social Media,Upgraded,1
71.0,5.0,369.55,3.64542721740576,2.0,62.6,51.3,MA,Thrill,Ad/Other,None,1
57.0,7.0,499.74,3.740876757200408,3.0,26.5,18.0,ME,Other,Social Media,None,1
65.57231367676026,5.998636995959467,30.32989267139912,3.4209965502963526,1.045578197866516,52.54895883566642,37.55752205970852,MA,Other,Ad/Other,Upgraded,1
47.0,3.0,189.62,1.0071895006046463,1.0,36.0,21.3,NH,Thrill,Friend,Upgraded,1
46.88245990548942,6.053096868589586,90.42830558243097,4.988870802167079,4.036427037890148,0.0,4.305278607147541,NH,Other,Ad/Other,Upgraded,1
33.88405613572645,3.943078623203756,248.22706215272808,3.5478633443268848,1.0218297150022695,27.01841202663111,30.491330833389544,NH,Thrill,Social Media,None,1
38.58032666886761,7.965037029589644,56.08614505449554,2.734119826588949,2.009058479096584,28.90014759815212,35.4726495353824,VT,Other,Friend,Upgraded,1
18.074220574163423,5.927245725643945,150.72263705688945,3.3653897227681004,1.0186656322849197,61.15824790445914,22.0993940937416,VT,Entertainment,Social Media,Upgraded,1
46.23625824935582,6.976431627209984,186.55069442463068,3.234293041638716,2.033483892527129,62.23688558886717,15.56696139466882,NJ,Other,Social Media,None,1
33.0,7.0,158.94,3.044801095183841,3.0,74.7,22.8,NH,Thrill,Social Media,Upgraded,1
38.0,5.0,240.8,2.248800863366322,4.0,31.2,18.3,NY,Thrill,Ad/Other,None,1
59.0,6.0,201.57,1.0,2.0,59.3,5.0,NH,Other,Friend,Upgraded,0
56.0,4.0,82.55,2.9025211419755967,6.0,65.1,41.6,VT,Entertainment,Ad/Other,Upgraded,1
27.0,3.0,165.76,2.5607584593179933,4.0,20.8,1.4,NJ,Thrill,Ad/Other,Upgraded,1
57.0,5.0,311.28,2.676163130358846,0.0,9.5,4.3,NJ,Thrill,Ad/Other,Upgraded,0
65.0,9.0,354.1,2.5206997697173645,1.0,68.8,9.0,VT,Thrill,Ad/Other,None,0
25.0,0.0,409.95,3.141920553820681,1.0,37.0,15.2,NJ,Entertainment,Ad/Other,None,0
41.15171825455273,0.0,188.08851728734385,2.0217897386492,2.024295223029784,48.837081579888576,59.38151155946956,ME,Other,Ad/Other,Upgraded,1
68.16224459930717,0.9155008403252451,230.3450456111412,3.3175020694574666,0.9921207103126132,65.9626607860515,62.60771333175763,VT,Other,Ad/Other,Upgraded,1
47.00721104167138,6.969735696155218,189.60544511160376,3.239078685502033,2.0247507757002925,62.2281532062562,15.524693352165164,NJ,Other,Social Media,None,0
71.27087010401146,5.007170928855754,145.33858156116102,3.3063203422138208,2.9982097539776342,39.35238266086073,17.695894961696666,NY,Entertainment,Friend,Upgraded,0
23.0,4.0,140.38,4.6188945979306695,0.0,65.2,37.8,NH,Entertainment,Ad/Other,Upgraded,0
53.06092757161276,2.995962827381809,194.74218039636852,2.543097501364329,2.0133951162350963,69.30652890559644,30.431166723872987,VT,Entertainment,Ad/Other,None,1
62.0,2.0,172.1,4.273239986665759,2.0,44.6,36.6,MA,Other,Ad/Other,Upgraded,0
45.0,4.0,59.51,4.3598335614674575,1.0,34.0,32.0,NH,Other,Ad/Other,None,1
66.51297445092929,5.982342062496024,30.674900116190667,3.417368744220525,1.0268800067062651,52.46851107891975,38.395700402997576,MA,Other,Ad/Other,Upgraded,0
61.0,6.0,387.85,3.3886811512022,2.0,32.2,50.9,NJ,Thrill,Ad/Other,None,0
61.0,7.0,126.75,4.701931669539543,0.0,49.7,11.1,NY,Thrill,Social Media,Upgraded,1
18.0,4.0,218.96,3.638078408417547,0.0,89.7,47.0,NH,Other,Social Media,Upgraded,0
74.0,2.0,253.48,3.599313814951349,1.0,52.6,21.4,MA,Thrill,Social Media,Upgraded,1
30.0,4.0,295.73,3.5578640474267567,4.0,79.1,31.5,MA,Other,Social Media,None,0
18.0,4.0,290.61,4.66337605516355,1.0,64.8,45.2,ME,Thrill,Ad/Other,Upgraded,1
38.892394822422816,7.986412208560941,52.82806313619268,2.737186574903257,2.024487568911385,29.473386896985733,35.74015841717609,VT,Other,Friend,Upgraded,0
26.07034935342457,8.028772137981752,121.78511630070804,1.7592626502840796,0.9948987854802904,47.88990627513672,43.93689657031773,ME,Thrill,Friend,None,1
38.49837865843314,7.937850375736708,55.061097389360526,2.771614533298119,2.020908714631249,29.258297866120905,35.76971481249988,VT,Other,Friend,Upgraded,1
55.00280872071684,8.088534565092075,416.9501773442385,1.0,1.0173829822724778,24.704491727949204,44.50871496944354,NY,Other,Ad/Other,Upgraded,1
44.0,6.0,99.0,5.0,1.0,79.2,60.7,ME,Entertainment,Ad/Other,None,1
54.67640558837462,8.139813476670527,418.8522129962874,1.0,0.9927671826475716,24.971566943065685,44.59371095091169,NY,Other,Ad/Other,Upgraded,0
45.0,7.0,228.58,4.207457710864381,1.0,11.5,61.0,MA,Other,Ad/Other,Upgraded,1
25.64269183322271,8.000952255214761,121.36516625574392,1.7513847928026214,0.9943832647339362,47.79809203975488,44.323520519517245,ME,Thrill,Friend,None,1
47.0,5.0,254.38,2.972005978234386,6.0,67.8,15.1,NH,Other,Social Media,Upgraded,1
27.52752614066971,6.026059987097568,17.626742234603988,2.600866504274749,1.953099655073561,74.82023052329588,7.796126704677518,NY,Thrill,Ad/Other,Upgraded,1
23.0,3.0,250.74,4.364248384698636,3.0,77.5,19.9,MA,Other,Social Media,Upgraded,1
21.0,8.0,253.39,2.362967116852513,3.0,81.3,15.8,VT,Entertainment,Ad/Other,None,1
52.0,5.0,253.37,5.0,3.0,57.0,37.5,NH,Other,Social Media,Upgraded,0
55.0,5.0,271.04,3.4553934678169984,3.0,57.9,39.5,MA,Other,Friend,None,0
61.0,8.0,335.81,1.745715147177501,0.0,65.5,50.2,ME,Entertainment,Ad/Other,Upgraded,1
48.0,4.0,53.27,2.292240607456648,1.0,40.9,58.5,NH,Thrill,Ad/Other,None,1
25.0,3.0,168.91,2.908981544266568,0.0,55.2,38.4,MA,Thrill,Social Media,None,1
28.215354890142493,6.0046741846656015,20.42359338626429,2.600794749485843,2.0109404824414585,75.00660365707148,7.4513409414167135,NY,Thrill,Ad/Other,Upgraded,1
38.7981056922188,1.047955890166666,197.3027855016016,3.3265236999962453,0.969150095744335,43.67018929474223,22.27532286847905,NY,Other,Ad/Other,None,0
44.0,5.0,356.01,3.033811388053777,0.0,51.2,59.3,NY,Other,Social Media,Upgraded,1
43.0,5.0,279.75,4.39005773247546,1.0,71.9,38.5,NY,Other,Ad/Other,Upgraded,1
36.0,6.0,172.92,4.75451870238119,4.0,46.5,29.6,NY,Other,Ad/Other,Upgraded,1
33.93443312781321,2.080749891754419,122.40578643030614,3.330744800316964,5.994942462049837,65.69494354596034,30.23657476103412,ME,Thrill,Ad/Other,Upgraded,0
33.92141093793832,3.960555026552616,247.79970708076647,3.5605516390638137,0.9911325613531198,26.918001112753828,30.20198823301201,NH,Thrill,Social Media,None,1
19.0,7.0,216.02,3.1028846684321474,4.0,64.9,14.7,NY,Thrill,Ad/Other,None,1
27.51479548458151,6.007047018033639,20.395912248509056,2.5766829993573586,1.9645295059205945,74.67086654023517,7.417085561184515,NY,Thrill,Ad/Other,Upgraded,1
42.0,6.0,375.25,4.916411791700293,1.0,53.7,25.3,ME,Other,Ad/Other,None,1
28.99418050935948,3.0289744561752814,150.1606251254924,1.740725078600187,2.946951334359382,64.49119878792955,12.164249367236664,VT,Entertainment,Ad/Other,Upgraded,1
35.0,1.0,263.56,5.0,2.0,39.7,9.0,NJ,Other,Ad/Other,Upgraded,0
68.0,3.0,185.06,4.73070290498447,4.0,9.9,55.8,NH,Thrill,Social Media,Upgraded,0
28.8196664764953,3.000993614493637,150.8331294122694,1.7496834212167574,2.991648902772589,65.48305587647465,11.618417217366948,VT,Entertainment,Ad/Other,Upgraded,0
73.0,4.0,336.25,1.9285800016617,4.0,73.6,5.0,MA,Other,Friend,None,0
50.0,6.0,221.89,4.009683077242329,4.0,48.3,14.5,NH,Other,Friend,Upgraded,1
45.77657956125765,5.006572897751068,277.59395679674816,3.5391208036857007,1.0015644218403132,59.990357235071166,8.925581388108153,VT,Other,Ad/Other,Upgraded,1
21.594439117355595,6.984708114815809,25.437073948792776,2.692007741520668,0.01558281252881,25.494874028378845,25.42947823506409,NJ,Other,Ad/Other,Upgraded,1
19.0,10.0,430.76,3.791202755138032,4.0,36.8,31.8,VT,Entertainment,Ad/Other,Upgraded,1
52.924082780815176,9.974688192450255,252.36909965429817,1.9163245467377228,2.005240455657503,62.77762366963149,22.822728974437503,VT,Other,Ad/Other,None,1
18.0,3.0,273.99,5.0,2.0,16.2,19.7,ME,Thrill,Social Media,Upgraded,1
60.0,1.0,253.77,3.703359459998768,1.0,33.6,29.0,NJ,Thrill,Ad/Other,Upgraded,1
29.0,2.0,265.14,3.1066177022553427,3.0,71.9,26.4,NH,Other,Ad/Other,Upgraded,1
27.012397077313995,1.9892686308777896,109.70855036498293,2.256418058120329,1.0753916766308211,49.25036056900419,37.23386144857286,NY,Other,Ad/Other,Upgraded,1
66.0481439216283,3.007241851368612,190.54765452389952,4.027843532453455,1.980380393124998,35.48438067777676,60.9272035771112,NJ,Thrill,Social Media,None,0
46.0,6.0,309.07,3.8097267791360014,1.0,53.9,46.4,NJ,Other,Ad/Other,Upgraded,1
74.0,5.0,295.05,4.548399887813541,0.0,48.8,36.7,NH,Thrill,Ad/Other,Upgraded,1
55.05146790896433,8.020317533559687,416.216751056002,1.0083673263271231,0.9893309206869686,24.69690878487814,44.925923682349136,NY,Other,Ad/Other,Upgraded,0
47.32657478237965,6.103121981161408,88.11413213069387,4.996918382444494,3.952767130351497,0.0,4.7320850153960485,NH,Other,Ad/Other,Upgraded,1
60.0,5.0,236.91,2.7505840130430266,4.0,53.2,22.9,NY,Thrill,Social Media,None,1
64.0,6.0,470.2,3.9607972436159673,0.0,30.6,7.1,MA,Entertainment,Social Media,None,1
45.99768578013263,4.984846555469563,280.4273499915265,3.5003487373159308,1.018862662975192,60.18145369524465,8.958569127695712,VT,Other,Ad/Other,Upgraded,0
68.10425339979568,0.9696271038113632,230.4987607650751,3.302585937789148,0.9435602573079728,67.0902550633738,63.218503504764016,VT,Other,Ad/Other,Upgraded,0
33.0,2.0,262.48,2.836563842780512,6.0,67.9,9.5,VT,Other,Social Media,Upgraded,1
21.25544020154543,2.959521375482656,74.19246185383274,3.612320383216751,4.996167482903576,62.00826060354366,20.6795906810392,VT,Thrill,Social Media,Upgraded,1
30.0,5.0,201.11,2.679121077590313,2.0,74.0,11.0,NY,Thrill,Ad/Other,None,1
43.0,4.0,138.59,4.2851850823103765,2.0,58.5,51.5,NY,Entertainment,Social Media,Upgraded,1
33.75321940005709,2.049297224021581,119.62076015135706,3.2922334815905976,5.995943533554147,65.51376364000366,30.662699987621124,ME,Thrill,Ad/Other,Upgraded,1
23.0,4.0,300.62,3.136426705084971,3.0,56.0,45.1,NJ,Entertainment,Social Media,Upgraded,0
18.16387375829879,5.953590524446211,154.28168043536633,3.320466200889908,1.0227529216149065,61.02961094488179,22.75445795384645,VT,Entertainment,Social Media,Upgraded,1
29.205562598793264,3.002196688613374,149.9040000048238,1.766910020134781,3.048357796947325,65.23872065439787,11.692055596834956,VT,Entertainment,Ad/Other,Upgraded,0
26.0,5.0,339.87,2.7128259300130035,4.0,67.3,20.5,VT,Entertainment,Social Media,Upgraded,1
39.0,7.0,194.05,5.0,3.0,73.8,20.0,NH,Other,Ad/Other,Upgraded,0
68.0,5.0,264.95,5.0,0.0,52.5,0.5,NH,Other,Ad/Other,Upgraded,0
41.0,4.0,346.39,2.685601812553676,4.0,26.7,16.2,NJ,Other,Ad/Other,None,1
34.0,5.0,122.16,4.300701947545576,5.0,50.0,5.3,NJ,Other,Ad/Other,None,1
53.08199056114576,2.9458138195046475,189.037118156984,2.4794366581330176,2.0483481434445405,68.72205350154708,30.83196343655938,VT,Entertainment,Ad/Other,None,1
26.0,3.0,383.67,3.3435226238768414,1.0,48.4,49.8,NH,Other,Social Media,None,1
53.55671584627473,9.997910652812164,250.8266375818393,1.9769499198149072,2.0046478026647963,61.93273454643059,22.52469549865708,VT,Other,Ad/Other,None,1
68.0,4.0,271.03,4.806072203871629,0.0,91.2,36.0,ME,Thrill,Social Media,Upgraded,1
41.14334070686121,2.9753471778757503,88.85937468450543,2.471759551337944,1.0395183291952963,79.31571654614612,23.691182729512683,VT,Other,Ad/Other,None,0
34.0,5.0,439.22,4.186567746753176,2.0,15.5,27.5,NY,Thrill,Ad/Other,Upgraded,1
62.0,8.0,172.83,3.3854405725274805,1.0,39.5,55.1,NH,Thrill,Social Media,None,1
37.0,4.0,208.9,3.608014120979501,2.0,78.1,27.2,NY,Entertainment,Ad/Other,Upgraded,0
52.60098391238391,9.98299922483558,255.21679643551812,1.9329837072017888,1.994824489097272,61.86186549160885,22.63413802346357,VT,Other,Ad/Other,None,1
55.301397302558286,7.953598403904238,415.690575975636,1.0,0.9996033931810636,24.803393756885164,44.92363560590457,NY,Other,Ad/Other,Upgraded,0
72.0,4.0,130.96,2.678185171578654,2.0,66.0,35.4,NJ,Thrill,Friend,Upgraded,0
64.0,1.0,164.83,4.356975536982786,4.0,59.0,12.6,MA,Other,Friend,Upgraded,1
45.0,7.0,164.85,4.021449399059529,1.0,64.6,13.8,NH,Other,Ad/Other,Upgraded,1
36.0,2.0,270.23,4.018218950445411,3.0,27.6,25.1,NY,Entertainment,Social Media,Upgraded,1
67.775190666729,1.0338626372974842,232.585231953134,3.3421349284019164,0.9888489100724828,66.11455750567507,62.0266161875957,VT,Other,Ad/Other,Upgraded,0
19.0,8.0,300.43,1.8586198843979032,2.0,45.5,45.3,NY,Thrill,Ad/Other,Upgraded,1
65.0,7.0,426.65,4.4625028858001015,4.0,58.7,32.1,ME,Other,Friend,Upgraded,0
33.0,5.0,263.59,2.455163686096929,5.0,63.8,40.4,MA,Entertainment,Ad/Other,Upgraded,0
34.38608939664533,1.94857001405414,121.88048689913082,3.3352760605909344,5.997553945773534,65.57551616857302,30.62819925214073,ME,Thrill,Ad/Other,Upgraded,1
27.078091375304087,2.0018331233713687,108.57420955457332,2.265341384080099,0.952245111517538,49.3438261924079,37.70601000301881,NY,Other,Ad/Other,Upgraded,0
34.0,4.0,213.47,2.7886967730505208,3.0,32.8,34.9,ME,Thrill,Ad/Other,None,1
18.78442034521037,6.036200128784508,155.47366983025404,3.315117524900697,0.9317486465532616,61.919594650352224,22.281402453525395,VT,Entertainment,Social Media,Upgraded,1
68.06244423828701,1.0739360686784667,236.18702527447283,3.303302537063901,1.0091191609798131,65.39215321669191,62.73062088278288,VT,Other,Ad/Other,Upgraded,0
52.07731826603331,4.974200023477164,114.74852410478096,3.7549410818022,2.0421694300361377,34.92353011242498,52.837258315972896,VT,Thrill,Social Media,Upgraded,1
64.0,8.0,357.15,3.810472754180752,0.0,11.1,29.2,ME,Thrill,Social Media,None,0
56.0,7.0,137.44,3.3121405989912804,4.0,25.8,49.6,ME,Other,Ad/Other,Upgraded,1
45.93925656119168,4.981097654940919,277.4021356400714,3.547127330099201,1.020161869720211,60.98543371868171,9.385866494400515,VT,Other,Ad/Other,Upgraded,1
39.18490580754054,8.041215322509895,52.97704995144071,2.755559495329182,2.003086566171302,28.77451579622764,35.40097347931188,VT,Other,Friend,Upgraded,0
29.0,3.0,233.17,2.804850641923128,0.0,60.8,18.6,MA,Entertainment,Ad/Other,Upgraded,1
52.0,9.0,400.03,1.7739893813332337,1.0,19.4,86.7,VT,Entertainment,Ad/Other,Upgraded,0
31.0,3.0,305.59,5.0,2.0,43.9,52.8,MA,Other,Ad/Other,Upgraded,1
26.71230024586796,2.0271114468408142,109.00613495652784,2.2565198270649254,0.969837830313903,49.44200601704714,37.92089709038832,NY,Other,Ad/Other,Upgraded,0
25.0,5.0,172.41,2.290801288760394,2.0,40.7,53.6,MA,Thrill,Ad/Other,None,1
27.71710699878828,5.993952316541264,17.646705016062036,2.569026545089777,1.9684773587382869,74.7367501725088,7.217048429928782,NY,Thrill,Ad/Other,Upgraded,1
65.81723971783642,3.917366085104268,195.31697995210035,2.982210244383171,3.982694514342386,60.77317298402488,30.081759110365653,NJ,Entertainment,Ad/Other,Upgraded,1
54.0,9.0,391.2,3.831918447707887,1.0,51.9,24.4,VT,Entertainment,Social Media,Upgraded,1
27.53190970951664,1.0215386926553496,167.55405839443446,2.097479698421214,1.9547452544618185,37.29397825482156,22.4554077960014,NH,Other,Ad/Other,None,0
27.87024504961231,1.0651500562144411,170.7367784535797,2.0539023584718,1.9964513199392544,36.78922496966384,22.277381608650824,NH,Other,Ad/Other,None,0
29.1687357949129,2.9197151261738665,154.1497528006865,1.7622868187949718,2.9989662421666266,65.57038306900455,11.819445220235242,VT,Entertainment,Ad/Other,Upgraded,1
57.0,2.0,276.43,3.553059312932619,2.0,49.8,18.3,ME,Thrill,Ad/Other,Upgraded,0
41.42933732853777,0.0419233178804447,188.4039433516604,2.077461375784753,2.0095398248323653,49.022475072947074,59.456159335361335,ME,Other,Ad/Other,Upgraded,1
